"Name","type","date","varName","value"
"Ben McLemore","Countermovement Jump",2019-10-16,"body_weight_kg",94.5
"Ben McLemore","Countermovement Jump",2020-08-02,"body_weight_kg",96
"Ben McLemore","Countermovement Jump",2020-08-09,"body_weight_kg",97.5
"Ben McLemore","Countermovement Jump",2020-08-11,"body_weight_kg",97.3
"Ben McLemore","Countermovement Jump",2020-08-12,"body_weight_kg",96
"Ben McLemore","Countermovement Jump",2020-08-18,"body_weight_kg",98.1
"Ben McLemore","Countermovement Jump",2020-08-31,"body_weight_kg",97.4
"Ben McLemore","Countermovement Jump",2020-09-02,"body_weight_kg",96.9
"Ben McLemore","Countermovement Jump",2020-11-16,"body_weight_kg",98.6
"Ben McLemore","Countermovement Jump",2020-12-01,"body_weight_kg",96.2
"Ben McLemore","Countermovement Jump",2020-12-08,"body_weight_kg",97.21
"Ben McLemore","Countermovement Jump",2020-12-11,"body_weight_kg",94.22
"Ben McLemore","Countermovement Jump",2020-12-17,"body_weight_kg",97.48
"Ben McLemore","Countermovement Jump",2020-12-20,"body_weight_kg",97.35
"Ben McLemore","Countermovement Jump",2021-01-04,"body_weight_kg",97.08
"Ben McLemore","Countermovement Jump",2021-01-08,"body_weight_kg",97.87
"Ben McLemore","Countermovement Jump",2021-01-10,"body_weight_kg",93.84
"Ben McLemore","Countermovement Jump",2021-01-12,"body_weight_kg",94.55
"Ben McLemore","Countermovement Jump",2021-01-14,"body_weight_kg",95.68
"Ben McLemore","Countermovement Jump",2021-01-16,"body_weight_kg",95.55
"Ben McLemore","Countermovement Jump",2021-01-18,"body_weight_kg",97.3
"Ben McLemore","Countermovement Jump",2021-01-20,"body_weight_kg",94.18
"Ben McLemore","Countermovement Jump",2021-01-22,"body_weight_kg",95.55
"Ben McLemore","Countermovement Jump",2021-01-23,"body_weight_kg",95.97
"Ben McLemore","Countermovement Jump",2021-01-26,"body_weight_kg",95.6
"Ben McLemore","Countermovement Jump",2021-02-01,"body_weight_kg",95.08
"Ben McLemore","Countermovement Jump",2021-02-03,"body_weight_kg",94.32
"Ben McLemore","Countermovement Jump",2021-02-04,"body_weight_kg",95.43
"Ben McLemore","Countermovement Jump",2021-02-06,"body_weight_kg",94.58
"Ben McLemore","Countermovement Jump",2021-02-09,"body_weight_kg",95.44
"Brodric Thomas","Countermovement Jump",2020-12-01,"body_weight_kg",90.1
"Brodric Thomas","Countermovement Jump",2020-12-08,"body_weight_kg",89.64
"Brodric Thomas","Countermovement Jump",2020-12-13,"body_weight_kg",92.08
"Brodric Thomas","Countermovement Jump",2020-12-15,"body_weight_kg",92.19
"Brodric Thomas","Countermovement Jump",2020-12-17,"body_weight_kg",92.06
"Brodric Thomas","Countermovement Jump",2020-12-20,"body_weight_kg",90.17
"Brodric Thomas","Countermovement Jump",2020-12-28,"body_weight_kg",89.89
"Brodric Thomas","Countermovement Jump",2020-12-31,"body_weight_kg",90.08
"Brodric Thomas","Countermovement Jump",2021-01-02,"body_weight_kg",91.28
"Brodric Thomas","Countermovement Jump",2021-01-04,"body_weight_kg",92.41
"Brodric Thomas","Countermovement Jump",2021-01-06,"body_weight_kg",90.83
"Brodric Thomas","Countermovement Jump",2021-01-20,"body_weight_kg",89.57
"Brodric Thomas","Countermovement Jump",2021-01-22,"body_weight_kg",90.55
"Brodric Thomas","Countermovement Jump",2021-01-23,"body_weight_kg",91.42
"Brodric Thomas","Countermovement Jump",2021-01-26,"body_weight_kg",90.67
"Brodric Thomas","Countermovement Jump",2021-01-28,"body_weight_kg",90.24
"Bruno Caboclo","Countermovement Jump",2018-09-26,"body_weight_kg",105.5
"Bruno Caboclo","Countermovement Jump",2020-02-20,"body_weight_kg",105.9
"Bruno Caboclo","Countermovement Jump",2020-07-26,"body_weight_kg",105.7
"Bruno Caboclo","Countermovement Jump",2020-07-28,"body_weight_kg",106.2
"Bruno Caboclo","Countermovement Jump",2020-08-09,"body_weight_kg",103.9
"Bruno Caboclo","Countermovement Jump",2020-08-12,"body_weight_kg",104.7
"Bruno Caboclo","Countermovement Jump",2020-08-14,"body_weight_kg",106.4
"Bruno Caboclo","Countermovement Jump",2020-08-22,"body_weight_kg",104.8
"Bruno Caboclo","Countermovement Jump",2020-08-24,"body_weight_kg",104.6
"Bruno Caboclo","Countermovement Jump",2020-12-01,"body_weight_kg",108.2
"Bruno Caboclo","Countermovement Jump",2020-12-08,"body_weight_kg",106.69
"Bruno Caboclo","Countermovement Jump",2020-12-11,"body_weight_kg",105.68
"Bruno Caboclo","Countermovement Jump",2020-12-13,"body_weight_kg",104.56
"Bruno Caboclo","Countermovement Jump",2020-12-17,"body_weight_kg",107.83
"Bruno Caboclo","Countermovement Jump",2020-12-20,"body_weight_kg",108.28
"Bruno Caboclo","Countermovement Jump",2020-12-26,"body_weight_kg",106
"Bruno Caboclo","Countermovement Jump",2020-12-31,"body_weight_kg",106.28
"Bruno Caboclo","Countermovement Jump",2021-01-02,"body_weight_kg",108.41
"Bruno Caboclo","Countermovement Jump",2021-01-04,"body_weight_kg",109.38
"Bruno Caboclo","Countermovement Jump",2021-01-06,"body_weight_kg",93.75
"Bruno Caboclo","Countermovement Jump",2021-01-08,"body_weight_kg",106.86
"Bruno Caboclo","Countermovement Jump",2021-01-10,"body_weight_kg",108.38
"Bruno Caboclo","Countermovement Jump",2021-01-12,"body_weight_kg",107.96
"Chris Clemons","Countermovement Jump",2019-09-13,"body_weight_kg",88.9
"Chris Clemons","Countermovement Jump",2019-11-27,"body_weight_kg",87.7
"Chris Clemons","Countermovement Jump",2020-02-09,"body_weight_kg",89.2
"Chris Clemons","Countermovement Jump",2020-02-11,"body_weight_kg",89.2
"Chris Clemons","Countermovement Jump",2020-07-26,"body_weight_kg",87.7
"Chris Clemons","Countermovement Jump",2020-07-28,"body_weight_kg",89.2
"Chris Clemons","Countermovement Jump",2020-07-31,"body_weight_kg",89.8
"Chris Clemons","Countermovement Jump",2020-08-02,"body_weight_kg",86.7
"Chris Clemons","Countermovement Jump",2020-08-09,"body_weight_kg",88.6
"Chris Clemons","Countermovement Jump",2020-08-11,"body_weight_kg",88.6
"Chris Clemons","Countermovement Jump",2020-08-20,"body_weight_kg",90.2
"Chris Clemons","Countermovement Jump",2020-11-16,"body_weight_kg",88.3
"Chris Clemons","Countermovement Jump",2020-12-01,"body_weight_kg",87.1
"Chris Clemons","Countermovement Jump",2020-12-08,"body_weight_kg",86.88
"Chris Clemons","Countermovement Jump",2020-12-11,"body_weight_kg",86.11
"Chris Clemons","Countermovement Jump",2020-12-13,"body_weight_kg",87.32
"Chris Clemons","Countermovement Jump",2020-12-15,"body_weight_kg",88.12
"Christian Wood","Countermovement Jump",2020-12-03,"body_weight_kg",98.81
"Christian Wood","Countermovement Jump",2020-12-08,"body_weight_kg",99.62
"Christian Wood","Countermovement Jump",2020-12-20,"body_weight_kg",98.31
"Christian Wood","Countermovement Jump",2020-12-26,"body_weight_kg",98.74
"Christian Wood","Countermovement Jump",2021-01-02,"body_weight_kg",97.42
"Christian Wood","Countermovement Jump",2021-01-06,"body_weight_kg",98.1
"Christian Wood","Countermovement Jump",2021-01-08,"body_weight_kg",99.3
"Christian Wood","Countermovement Jump",2021-01-12,"body_weight_kg",96.59
"Christian Wood","Countermovement Jump",2021-01-16,"body_weight_kg",96.75
"Christian Wood","Countermovement Jump",2021-01-18,"body_weight_kg",97.4
"Christian Wood","Countermovement Jump",2021-01-28,"body_weight_kg",96.67
"Christian Wood","Countermovement Jump",2021-02-01,"body_weight_kg",95.46
"Christian Wood","Countermovement Jump",2021-02-03,"body_weight_kg",98.56
"Christian Wood","Countermovement Jump",2021-02-04,"body_weight_kg",95.3
"Clint Capela","Countermovement Jump",2019-09-04,"body_weight_kg",113.9
"Danuel House","Countermovement Jump",2017-10-06,"body_weight_kg",98.6
"Danuel House","Countermovement Jump",2020-01-22,"body_weight_kg",98.4
"Danuel House","Countermovement Jump",2020-02-09,"body_weight_kg",98.2
"Danuel House","Countermovement Jump",2020-07-24,"body_weight_kg",95.1
"Danuel House","Countermovement Jump",2020-07-26,"body_weight_kg",94.1
"Danuel House","Countermovement Jump",2020-07-28,"body_weight_kg",94.1
"Danuel House","Countermovement Jump",2020-07-31,"body_weight_kg",96.3
"Danuel House","Countermovement Jump",2020-08-02,"body_weight_kg",94.6
"Danuel House","Countermovement Jump",2020-08-09,"body_weight_kg",97.2
"Danuel House","Countermovement Jump",2020-08-18,"body_weight_kg",98.2
"Danuel House","Countermovement Jump",2020-09-02,"body_weight_kg",97.5
"Danuel House","Countermovement Jump",2020-12-01,"body_weight_kg",91.3
"Danuel House","Countermovement Jump",2020-12-08,"body_weight_kg",92.58
"Danuel House","Countermovement Jump",2020-12-11,"body_weight_kg",90.84
"Danuel House","Countermovement Jump",2020-12-13,"body_weight_kg",91.85
"Danuel House","Countermovement Jump",2020-12-15,"body_weight_kg",92.1
"Danuel House","Countermovement Jump",2020-12-17,"body_weight_kg",92.93
"Danuel House","Countermovement Jump",2020-12-20,"body_weight_kg",91.48
"Danuel House","Countermovement Jump",2020-12-26,"body_weight_kg",92.38
"Danuel House","Countermovement Jump",2020-12-28,"body_weight_kg",95.55
"Danuel House","Countermovement Jump",2020-12-31,"body_weight_kg",93.14
"Danuel House","Countermovement Jump",2021-01-02,"body_weight_kg",93
"Danuel House","Countermovement Jump",2021-01-28,"body_weight_kg",92.27
"Danuel House","Countermovement Jump",2021-02-01,"body_weight_kg",91.71
"Danuel House","Countermovement Jump",2021-02-03,"body_weight_kg",89.97
"Danuel House","Countermovement Jump",2021-02-04,"body_weight_kg",89.43
"Danuel House","Countermovement Jump",2021-02-09,"body_weight_kg",89.19
"Danuel House","Countermovement Jump",2021-02-13,"body_weight_kg",92.01
"Dave Nwaba","Countermovement Jump",2020-11-16,"body_weight_kg",101.6
"Dave Nwaba","Countermovement Jump",2020-11-24,"body_weight_kg",99.4
"Dave Nwaba","Countermovement Jump",2020-12-01,"body_weight_kg",101.2
"Dave Nwaba","Countermovement Jump",2020-12-08,"body_weight_kg",101.8
"Dave Nwaba","Countermovement Jump",2020-12-11,"body_weight_kg",98.1
"Dave Nwaba","Countermovement Jump",2020-12-13,"body_weight_kg",101.21
"Dave Nwaba","Countermovement Jump",2020-12-15,"body_weight_kg",100.25
"Dave Nwaba","Countermovement Jump",2020-12-17,"body_weight_kg",99.69
"Dave Nwaba","Countermovement Jump",2020-12-20,"body_weight_kg",96.64
"Dave Nwaba","Countermovement Jump",2020-12-26,"body_weight_kg",98.54
"Dave Nwaba","Countermovement Jump",2020-12-28,"body_weight_kg",99.39
"Dave Nwaba","Countermovement Jump",2021-01-02,"body_weight_kg",97.79
"Dave Nwaba","Countermovement Jump",2021-01-04,"body_weight_kg",89.62
"Dave Nwaba","Countermovement Jump",2021-01-08,"body_weight_kg",100.37
"Dave Nwaba","Countermovement Jump",2021-01-10,"body_weight_kg",99.22
"Dave Nwaba","Countermovement Jump",2021-01-12,"body_weight_kg",96.18
"Dave Nwaba","Countermovement Jump",2021-01-14,"body_weight_kg",98.33
"Dave Nwaba","Countermovement Jump",2021-01-16,"body_weight_kg",99.6
"Dave Nwaba","Countermovement Jump",2021-01-20,"body_weight_kg",99.64
"Dave Nwaba","Countermovement Jump",2021-01-23,"body_weight_kg",97.85
"Dave Nwaba","Countermovement Jump",2021-01-26,"body_weight_kg",95.73
"Dave Nwaba","Countermovement Jump",2021-01-28,"body_weight_kg",97.25
"Dave Nwaba","Countermovement Jump",2021-02-03,"body_weight_kg",97.54
"Dave Nwaba","Countermovement Jump",2021-02-04,"body_weight_kg",98.1
"Dave Nwaba","Countermovement Jump",2021-02-09,"body_weight_kg",98.5
"Dave Nwaba","Countermovement Jump",2021-02-13,"body_weight_kg",99.05
"DeMarcus Cousins","Countermovement Jump",2020-12-03,"body_weight_kg",122.98
"DeMarcus Cousins","Countermovement Jump",2020-12-08,"body_weight_kg",125.68
"DeMarcus Cousins","Countermovement Jump",2020-12-11,"body_weight_kg",125.75
"DeMarcus Cousins","Countermovement Jump",2020-12-13,"body_weight_kg",130.27
"DeMarcus Cousins","Countermovement Jump",2020-12-15,"body_weight_kg",130.43
"DeMarcus Cousins","Countermovement Jump",2020-12-20,"body_weight_kg",129.89
"DeMarcus Cousins","Countermovement Jump",2020-12-31,"body_weight_kg",130.32
"DeMarcus Cousins","Countermovement Jump",2021-01-04,"body_weight_kg",128.76
"DeMarcus Cousins","Countermovement Jump",2021-01-06,"body_weight_kg",130.56
"DeMarcus Cousins","Countermovement Jump",2021-01-08,"body_weight_kg",130.59
"DeMarcus Cousins","Countermovement Jump",2021-01-12,"body_weight_kg",129.19
"DeMarcus Cousins","Countermovement Jump",2021-01-14,"body_weight_kg",127.57
"DeMarcus Cousins","Countermovement Jump",2021-01-18,"body_weight_kg",128.6
"DeMarcus Cousins","Countermovement Jump",2021-01-20,"body_weight_kg",126.4
"DeMarcus Cousins","Countermovement Jump",2021-01-23,"body_weight_kg",130.84
"DeMarcus Cousins","Countermovement Jump",2021-01-28,"body_weight_kg",128.32
"DeMarcus Cousins","Countermovement Jump",2021-02-01,"body_weight_kg",129.6
"DeMarcus Cousins","Countermovement Jump",2021-02-03,"body_weight_kg",130.07
"DeMarcus Cousins","Countermovement Jump",2021-02-04,"body_weight_kg",133.69
"DeMarcus Cousins","Countermovement Jump",2021-02-09,"body_weight_kg",132.44
"DeMarcus Cousins","Countermovement Jump",2021-02-13,"body_weight_kg",131.21
"Eric Gordon","Countermovement Jump",2016-07-06,"body_weight_kg",106.2
"Eric Gordon","Countermovement Jump",2016-09-19,"body_weight_kg",105.4
"Eric Gordon","Countermovement Jump",2016-11-13,"body_weight_kg",105.5
"Eric Gordon","Countermovement Jump",2017-09-29,"body_weight_kg",106.7
"Eric Gordon","Countermovement Jump",2018-10-10,"body_weight_kg",106.5
"Eric Gordon","Countermovement Jump",2019-09-04,"body_weight_kg",109.6
"Eric Gordon","Countermovement Jump",2020-07-28,"body_weight_kg",107.8
"Eric Gordon","Countermovement Jump",2020-08-09,"body_weight_kg",106.9
"Eric Gordon","Countermovement Jump",2020-08-11,"body_weight_kg",106.4
"Eric Gordon","Countermovement Jump",2020-08-22,"body_weight_kg",105.2
"Eric Gordon","Countermovement Jump",2020-09-02,"body_weight_kg",106.3
"Eric Gordon","Countermovement Jump",2020-10-26,"body_weight_kg",106.3
"Eric Gordon","Countermovement Jump",2020-12-01,"body_weight_kg",109.3
"Eric Gordon","Countermovement Jump",2020-12-08,"body_weight_kg",108.93
"Eric Gordon","Countermovement Jump",2020-12-11,"body_weight_kg",108.12
"Eric Gordon","Countermovement Jump",2020-12-15,"body_weight_kg",110.19
"Eric Gordon","Countermovement Jump",2020-12-17,"body_weight_kg",109.61
"Eric Gordon","Countermovement Jump",2020-12-31,"body_weight_kg",108.94
"Eric Gordon","Countermovement Jump",2021-01-02,"body_weight_kg",109.86
"Eric Gordon","Countermovement Jump",2021-01-04,"body_weight_kg",109.19
"Eric Gordon","Countermovement Jump",2021-01-06,"body_weight_kg",110.02
"Eric Gordon","Countermovement Jump",2021-01-08,"body_weight_kg",108.49
"Eric Gordon","Countermovement Jump",2021-01-10,"body_weight_kg",107.09
"Eric Gordon","Countermovement Jump",2021-01-12,"body_weight_kg",108.44
"Eric Gordon","Countermovement Jump",2021-01-18,"body_weight_kg",108.8
"Eric Gordon","Countermovement Jump",2021-01-20,"body_weight_kg",107.13
"Eric Gordon","Countermovement Jump",2021-01-22,"body_weight_kg",107.63
"Eric Gordon","Countermovement Jump",2021-01-23,"body_weight_kg",109.24
"Eric Gordon","Countermovement Jump",2021-01-26,"body_weight_kg",106.81
"Eric Gordon","Countermovement Jump",2021-01-28,"body_weight_kg",109
"Eric Gordon","Countermovement Jump",2021-02-01,"body_weight_kg",107.12
"Eric Gordon","Countermovement Jump",2021-02-03,"body_weight_kg",107.01
"Eric Gordon","Countermovement Jump",2021-02-04,"body_weight_kg",108.29
"Eric Gordon","Countermovement Jump",2021-02-09,"body_weight_kg",108.17
"Eric Gordon","Countermovement Jump",2021-02-13,"body_weight_kg",108.88
"Gerald Green","Countermovement Jump",2020-12-01,"body_weight_kg",94.9
"Gerald Green","Countermovement Jump",2020-12-08,"body_weight_kg",95.81
"Gerald Green","Countermovement Jump",2020-12-13,"body_weight_kg",97.75
"Gerald Green","Countermovement Jump",2020-12-17,"body_weight_kg",98.408
"Jae'Sean Tate","Countermovement Jump",2020-12-01,"body_weight_kg",106
"Jae'Sean Tate","Countermovement Jump",2020-12-08,"body_weight_kg",107.22
"Jae'Sean Tate","Countermovement Jump",2020-12-11,"body_weight_kg",106.36
"Jae'Sean Tate","Countermovement Jump",2020-12-17,"body_weight_kg",106.13
"Jae'Sean Tate","Countermovement Jump",2020-12-20,"body_weight_kg",105.29
"Jae'Sean Tate","Countermovement Jump",2020-12-28,"body_weight_kg",103.56
"Jae'Sean Tate","Countermovement Jump",2020-12-31,"body_weight_kg",102.34
"Jae'Sean Tate","Countermovement Jump",2021-01-02,"body_weight_kg",104.39
"Jae'Sean Tate","Countermovement Jump",2021-01-04,"body_weight_kg",105.37
"Jae'Sean Tate","Countermovement Jump",2021-01-06,"body_weight_kg",104.01
"Jae'Sean Tate","Countermovement Jump",2021-01-08,"body_weight_kg",105.24
"Jae'Sean Tate","Countermovement Jump",2021-01-10,"body_weight_kg",104.75
"Jae'Sean Tate","Countermovement Jump",2021-01-12,"body_weight_kg",103.24
"Jae'Sean Tate","Countermovement Jump",2021-01-14,"body_weight_kg",106.51
"Jae'Sean Tate","Countermovement Jump",2021-01-16,"body_weight_kg",104.01
"Jae'Sean Tate","Countermovement Jump",2021-01-18,"body_weight_kg",106.6
"Jae'Sean Tate","Countermovement Jump",2021-01-20,"body_weight_kg",102.43
"Jae'Sean Tate","Countermovement Jump",2021-01-23,"body_weight_kg",106.64
"Jae'Sean Tate","Countermovement Jump",2021-01-26,"body_weight_kg",107
"Jae'Sean Tate","Countermovement Jump",2021-01-28,"body_weight_kg",103.65
"Jae'Sean Tate","Countermovement Jump",2021-02-01,"body_weight_kg",106.07
"Jae'Sean Tate","Countermovement Jump",2021-02-03,"body_weight_kg",105.35
"Jae'Sean Tate","Countermovement Jump",2021-02-04,"body_weight_kg",107.72
"Jae'Sean Tate","Countermovement Jump",2021-02-09,"body_weight_kg",103.88
"Jae'Sean Tate","Countermovement Jump",2021-02-13,"body_weight_kg",104.56
"James Harden","Countermovement Jump",2016-09-21,"body_weight_kg",110.6
"James Harden","Countermovement Jump",2017-09-19,"body_weight_kg",105.3
"James Harden","Countermovement Jump",2018-10-10,"body_weight_kg",109
"James Harden","Countermovement Jump",2020-07-28,"body_weight_kg",110.6
"James Harden","Countermovement Jump",2020-08-02,"body_weight_kg",109.2
"James Harden","Countermovement Jump",2020-12-15,"body_weight_kg",112.01
"James Harden","Countermovement Jump",2020-12-26,"body_weight_kg",113.11
"James Harden","Countermovement Jump",2020-12-28,"body_weight_kg",110.88
"James Harden","Countermovement Jump",2021-01-06,"body_weight_kg",111.64
"James Harden","Countermovement Jump",2021-01-12,"body_weight_kg",109.49
"Jerian Grant","Countermovement Jump",2020-12-01,"body_weight_kg",92.5
"Jerian Grant","Countermovement Jump",2020-12-08,"body_weight_kg",92.46
"Jerian Grant","Countermovement Jump",2020-12-11,"body_weight_kg",90.7
"John Wall","Countermovement Jump",2020-12-08,"body_weight_kg",98.4
"John Wall","Countermovement Jump",2020-12-11,"body_weight_kg",99.74
"John Wall","Countermovement Jump",2020-12-13,"body_weight_kg",99.72
"John Wall","Countermovement Jump",2021-01-23,"body_weight_kg",100.5
"John Wall","Countermovement Jump",2021-02-09,"body_weight_kg",101.13
"Kenny Wooten","Countermovement Jump",2020-12-08,"body_weight_kg",106.49
"Kenny Wooten","Countermovement Jump",2020-12-13,"body_weight_kg",83.24
"Kenny Wooten","Countermovement Jump",2020-12-15,"body_weight_kg",106.27
"KJ Martin","Countermovement Jump",2020-12-01,"body_weight_kg",99.1
"KJ Martin","Countermovement Jump",2020-12-08,"body_weight_kg",98.11
"KJ Martin","Countermovement Jump",2020-12-11,"body_weight_kg",98.59
"KJ Martin","Countermovement Jump",2020-12-17,"body_weight_kg",98.9
"KJ Martin","Countermovement Jump",2020-12-20,"body_weight_kg",99.05
"KJ Martin","Countermovement Jump",2021-01-08,"body_weight_kg",96.24
"KJ Martin","Countermovement Jump",2021-01-10,"body_weight_kg",97.03
"KJ Martin","Countermovement Jump",2021-01-14,"body_weight_kg",97.18
"KJ Martin","Countermovement Jump",2021-01-16,"body_weight_kg",96.28
"KJ Martin","Countermovement Jump",2021-01-18,"body_weight_kg",97.4
"KJ Martin","Countermovement Jump",2021-01-20,"body_weight_kg",97.01
"KJ Martin","Countermovement Jump",2021-01-22,"body_weight_kg",97.08
"KJ Martin","Countermovement Jump",2021-01-23,"body_weight_kg",97.13
"KJ Martin","Countermovement Jump",2021-01-26,"body_weight_kg",95.67
"KJ Martin","Countermovement Jump",2021-01-28,"body_weight_kg",97.66
"Mason Jones","Countermovement Jump",2020-12-01,"body_weight_kg",94.8
"Mason Jones","Countermovement Jump",2020-12-08,"body_weight_kg",93.78
"Mason Jones","Countermovement Jump",2020-12-11,"body_weight_kg",94.98
"Mason Jones","Countermovement Jump",2020-12-13,"body_weight_kg",94.68
"Mason Jones","Countermovement Jump",2020-12-15,"body_weight_kg",95.01
"Mason Jones","Countermovement Jump",2020-12-17,"body_weight_kg",95.56
"Mason Jones","Countermovement Jump",2020-12-20,"body_weight_kg",95.58
"Mason Jones","Countermovement Jump",2021-01-08,"body_weight_kg",98.2
"Mason Jones","Countermovement Jump",2021-01-10,"body_weight_kg",100.48
"Mason Jones","Countermovement Jump",2021-01-12,"body_weight_kg",96.75
"Mason Jones","Countermovement Jump",2021-01-14,"body_weight_kg",97.7
"Mason Jones","Countermovement Jump",2021-01-16,"body_weight_kg",96.74
"Mason Jones","Countermovement Jump",2021-01-18,"body_weight_kg",97.5
"Mason Jones","Countermovement Jump",2021-01-20,"body_weight_kg",98.91
"Mason Jones","Countermovement Jump",2021-01-22,"body_weight_kg",100.03
"Mason Jones","Countermovement Jump",2021-01-23,"body_weight_kg",99.45
"Mason Jones","Countermovement Jump",2021-01-26,"body_weight_kg",100.58
"Mason Jones","Countermovement Jump",2021-01-28,"body_weight_kg",101.1
"Mason Jones","Countermovement Jump",2021-02-01,"body_weight_kg",98.44
"Mason Jones","Countermovement Jump",2021-02-03,"body_weight_kg",98.74
"Mason Jones","Countermovement Jump",2021-02-04,"body_weight_kg",100.05
"Mason Jones","Countermovement Jump",2021-02-09,"body_weight_kg",97.68
"Mason Jones","Countermovement Jump",2021-02-13,"body_weight_kg",101.97
"PJ Tucker","Countermovement Jump",2020-08-20,"body_weight_kg",119.1
"Rodions Kurucs","Countermovement Jump",2021-02-01,"body_weight_kg",102.04
"Rodions Kurucs","Countermovement Jump",2021-02-03,"body_weight_kg",101.96
"Rodions Kurucs","Countermovement Jump",2021-02-04,"body_weight_kg",101.89
"Rodions Kurucs","Countermovement Jump",2021-02-09,"body_weight_kg",101.63
"Rodions Kurucs","Countermovement Jump",2021-02-13,"body_weight_kg",102.44
"Russell Westbrook","Countermovement Jump",2019-09-26,"body_weight_kg",97.9
"Sterling Brown","Countermovement Jump",2017-06-14,"body_weight_kg",104.8
"Sterling Brown","Countermovement Jump",2020-12-15,"body_weight_kg",100.95
"Sterling Brown","Countermovement Jump",2020-12-20,"body_weight_kg",100.22
"Sterling Brown","Countermovement Jump",2020-12-28,"body_weight_kg",100.51
"Sterling Brown","Countermovement Jump",2020-12-31,"body_weight_kg",99.84
"Sterling Brown","Countermovement Jump",2021-01-02,"body_weight_kg",100.952
"Sterling Brown","Countermovement Jump",2021-01-04,"body_weight_kg",100.56
"Sterling Brown","Countermovement Jump",2021-01-06,"body_weight_kg",100.33
"Sterling Brown","Countermovement Jump",2021-01-08,"body_weight_kg",100.06
"Sterling Brown","Countermovement Jump",2021-01-10,"body_weight_kg",98.89
"Sterling Brown","Countermovement Jump",2021-01-12,"body_weight_kg",100.23
"Sterling Brown","Countermovement Jump",2021-01-14,"body_weight_kg",41.8
"Sterling Brown","Countermovement Jump",2021-01-20,"body_weight_kg",101.43
"Sterling Brown","Countermovement Jump",2021-01-22,"body_weight_kg",101.88
"Sterling Brown","Countermovement Jump",2021-01-23,"body_weight_kg",101
"Sterling Brown","Countermovement Jump",2021-01-26,"body_weight_kg",100.46
"Sterling Brown","Countermovement Jump",2021-01-28,"body_weight_kg",100.02
"Sterling Brown","Countermovement Jump",2021-02-01,"body_weight_kg",101.8
"Sterling Brown","Countermovement Jump",2021-02-03,"body_weight_kg",101.67
"Sterling Brown","Countermovement Jump",2021-02-04,"body_weight_kg",101.11
"Sterling Brown","Countermovement Jump",2021-02-09,"body_weight_kg",99.75
"Sterling Brown","Countermovement Jump",2021-02-13,"body_weight_kg",101.77
"Trevelin Queen","Countermovement Jump",2020-12-01,"body_weight_kg",83.6
"Trevelin Queen","Countermovement Jump",2020-12-08,"body_weight_kg",84.81
"Trevelin Queen","Countermovement Jump",2020-12-11,"body_weight_kg",84.71
"Trevelin Queen","Countermovement Jump",2020-12-13,"body_weight_kg",84.27
"Trevelin Queen","Countermovement Jump",2020-12-15,"body_weight_kg",83.69
"Victor Oladipo","Countermovement Jump",2021-01-16,"body_weight_kg",95.8
"Victor Oladipo","Countermovement Jump",2021-01-18,"body_weight_kg",95.3
"Victor Oladipo","Countermovement Jump",2021-02-01,"body_weight_kg",94.96
"Victor Oladipo","Countermovement Jump",2021-02-04,"body_weight_kg",93.87
"Victor Oladipo","Countermovement Jump",2021-02-09,"body_weight_kg",93.26
"Ben McLemore","Countermovement Jump",2019-10-16,"concentric_impulse_ns",271.371428571429
"Ben McLemore","Countermovement Jump",2020-08-02,"concentric_impulse_ns",272.614285714286
"Ben McLemore","Countermovement Jump",2020-08-09,"concentric_impulse_ns",277.82
"Ben McLemore","Countermovement Jump",2020-08-11,"concentric_impulse_ns",269.285714285714
"Ben McLemore","Countermovement Jump",2020-08-12,"concentric_impulse_ns",274.28
"Ben McLemore","Countermovement Jump",2020-08-18,"concentric_impulse_ns",273.314285714286
"Ben McLemore","Countermovement Jump",2020-08-31,"concentric_impulse_ns",276.7
"Ben McLemore","Countermovement Jump",2020-09-02,"concentric_impulse_ns",278.514285714286
"Ben McLemore","Countermovement Jump",2020-11-16,"concentric_impulse_ns",265.7
"Ben McLemore","Countermovement Jump",2020-12-01,"concentric_impulse_ns",272.166666666667
"Ben McLemore","Countermovement Jump",2020-12-08,"concentric_impulse_ns",273.1
"Ben McLemore","Countermovement Jump",2020-12-11,"concentric_impulse_ns",287
"Ben McLemore","Countermovement Jump",2020-12-17,"concentric_impulse_ns",276.9
"Ben McLemore","Countermovement Jump",2020-12-20,"concentric_impulse_ns",291.1
"Ben McLemore","Countermovement Jump",2021-01-04,"concentric_impulse_ns",261.633333333333
"Ben McLemore","Countermovement Jump",2021-01-08,"concentric_impulse_ns",281.65
"Ben McLemore","Countermovement Jump",2021-01-10,"concentric_impulse_ns",274.8
"Ben McLemore","Countermovement Jump",2021-01-12,"concentric_impulse_ns",277
"Ben McLemore","Countermovement Jump",2021-01-14,"concentric_impulse_ns",245.9
"Ben McLemore","Countermovement Jump",2021-01-16,"concentric_impulse_ns",252.633333333333
"Ben McLemore","Countermovement Jump",2021-01-18,"concentric_impulse_ns",266.966666666667
"Ben McLemore","Countermovement Jump",2021-01-20,"concentric_impulse_ns",266.266666666667
"Ben McLemore","Countermovement Jump",2021-01-22,"concentric_impulse_ns",261.033333333333
"Ben McLemore","Countermovement Jump",2021-01-23,"concentric_impulse_ns",264.033333333333
"Ben McLemore","Countermovement Jump",2021-01-26,"concentric_impulse_ns",271.9
