"Date","Name","qb_l","qb_r","qb_t"
2021-11-01,"Alperen Sengun",25,23,48
2021-10-26,"David Nwaba",29,28,57
2021-10-26,"Danuel House D",31,31,62
2021-10-26,"Christian Wood",26,24,50
2021-10-26,"Jae'Sean Tate",31,30,61
2021-10-26,"Eric Gordon",31,28,59
2021-10-26,"Jalen Green",29,28,57
2021-10-26,"Kenyon Martin, Jr.",29,22,51
2021-10-26,"Armoni Brooks",25,19,44
2021-10-26,"Alperen Sengun",28,28,56
2021-10-26,"Usman Garuba",25,29,54
2021-10-26,"Joshua Christopher",26,26,52
2021-10-24,"Christian Wood",26,25,51
2021-10-24,"Joshua Christopher",26,26,52
2021-10-24,"Jae'Sean Tate",31,29,60
2021-10-24,"David Nwaba",30,26,56
2021-10-24,"Danuel House D",30,30,60
2021-10-24,"Jalen Green",24,26,50
2021-10-24,"Eric Gordon",27,27,54
2021-10-24,"Kenyon Martin, Jr.",28,26,54
2021-10-24,"Usman Garuba",26,27,53
2021-10-24,"Armoni Brooks",26,24,50
2021-10-24,"Alperen Sengun",28,28,56
2021-10-22,"David Nwaba",26,28,54
2021-10-22,"Joshua Christopher",26,26,52
2021-10-22,"Jae'Sean Tate",31,30,61
2021-10-22,"Usman Garuba",31,28,59
2021-10-22,"Eric Gordon",25,27,52
2021-10-22,"Kenyon Martin, Jr.",26,28,54
2021-10-22,"Jalen Green",29,29,58
2021-10-22,"Armoni Brooks",23,20,43
2021-10-22,"Alperen Sengun",27,27,54
2021-10-15,"Usman Garuba",28,28,56
2021-10-15,"Kenyon Martin, Jr.",30,25,55
2021-10-15,"Jalen Green",29,28,57
2021-10-15,"Joshua Christopher",28,26,54
2021-10-15,"Jae'Sean Tate",32,31,63
2021-10-15,"Danuel House D",30,29,59
2021-10-15,"Dante Exum",28,30,58
2021-10-15,"Daishen Nix",25,23,48
2021-10-15,"Christian Wood",25,25,50
2021-10-15,"Armoni Brooks",23,21,44
2021-10-15,"Anthony Lamb",29,29,58
2021-10-15,"Alperen Sengun",27,26,53
2021-10-08,"Usman Garuba",27,27,54
2021-10-08,"Tyler Bey",28,28,56
2021-10-08,"Kenyon Martin, Jr.",30,26,56
2021-10-08,"Joshua Christopher",25,25,50
2021-10-08,"Jalen Green",27,28,55
2021-10-08,"David Nwaba",28,28,56
2021-10-08,"Danuel House D",30,29,59
2021-10-08,"Dante Exum",33,34,67
2021-10-08,"Armoni Brooks",27,28,55
2021-10-08,"Anthony Lamb",28,28,56
2021-10-08,"Alperen Sengun",27,28,55
2021-05-16,"Kelly Olynyk",21,24,45
2021-05-16,"Jae'Sean Tate",27,28,55
2021-05-16,"Cameron Reynolds",28,28,56
2021-05-16,"Armoni Brooks",21,21,42
2021-05-16,"Cameron Oliver",26,24,50
2021-05-16,"Anthony Lamb",25,27,52
2021-05-14,"Jae'Sean Tate",32,31,63
2021-05-14,"Anthony Lamb",29,28,57
2021-05-14,"Cameron Reynolds",30,NA,30
2021-05-14,"Kelly Olynyk",29,29,58
2021-05-14,"Cameron Oliver",29,28,57
2021-05-14,"Khyri Thomas",32,33,65
2021-05-14,"Armoni Brooks",20,16,36
2021-05-12,"Khyri Thomas",33,33,66
2021-05-12,"Kenyon Martin, Jr.",23,22,45
2021-05-12,"Kelly Olynyk",30,30,60
2021-05-12,"Jae'Sean Tate",28,29,57
2021-05-12,"Cameron Oliver",28,29,57
2021-05-12,"Armoni Brooks",19,16,35
2021-05-12,"Anthony Lamb",27,27,54
2021-05-10,"Anthony Lamb",27,27,54
2021-05-10,"Cameron Oliver",24,24,48
2021-05-10,"Khyri Thomas",33,33,66
2021-05-10,"Jae'Sean Tate",30,31,61
2021-05-10,"Kelly Olynyk",29,28,57
2021-05-10,"Danuel House D",27,26,53
2021-05-10,"DaQuan Jeffries",23,27,50
2021-05-10,"Armoni Brooks",25,18,43
2021-05-08,"Anthony Lamb",26,27,53
2021-05-08,"Jae'Sean Tate",30,30,60
2021-05-08,"Danuel House D",26,26,52
2021-05-08,"Khyri Thomas",35,35,70
2021-05-08,"DaQuan Jeffries",29,30,59
2021-05-08,"Armoni Brooks",27,20,47
2021-05-07,"Khyri Thomas",32,31,63
2021-05-07,"Danuel House D",25,26,51
2021-05-07,"Kelly Olynyk",28,26,54
2021-05-07,"DaQuan Jeffries",24,25,49
2021-05-07,"Armoni Brooks",25,24,49
2021-05-05,"DaQuan Jeffries",20,17,37
2021-05-05,"Anthony Lamb",27,28,55
2021-05-05,"Kelly Olynyk",29,27,56
2021-05-05,"Armoni Brooks",21,18,39
2021-05-02,"Kevin Porter, Jr",32,30,62
2021-05-02,"Kelly Olynyk",27,26,53
2021-05-02,"Jae'Sean Tate",29,28,57
2021-05-02,"DaQuan Jeffries",26,21,47
2021-05-02,"Armoni Brooks",25,19,44
2021-05-02,"Anthony Lamb",28,27,55
2021-05-01,"Armoni Brooks",20,15,35
2021-05-01,"Anthony Lamb",28,28,56
2021-05-01,"Jae'Sean Tate",29,28,57
2021-05-01,"Kenyon Martin, Jr.",27,27,54
2021-05-01,"Kelly Olynyk",29,28,57
2021-05-01,"DaQuan Jeffries",27,24,51
2021-04-29,"Kelly Olynyk",28,28,56
2021-04-29,"Jae'Sean Tate",30,31,61
2021-04-29,"DJ Wilson",27,28,55
2021-04-29,"DaQuan Jeffries",25,25,50
2021-04-29,"Christian Wood",24,24,48
2021-04-29,"Anthony Lamb",28,28,56
2021-04-29,"Armoni Brooks",25,18,43
2021-04-27,"Kevin Porter, Jr",32,32,64
2021-04-27,"DaQuan Jeffries",25,17,42
2021-04-27,"Jae'Sean Tate",30,30,60
2021-04-27,"Armoni Brooks",16,14,30
2021-04-27,"DJ Wilson",28,27,55
2021-04-27,"Kelly Olynyk",30,29,59
2021-04-27,"Danuel House D",28,25,53
2021-04-27,"Anthony Lamb",20,24,44
2021-04-24,"Anthony Lamb",27,28,55
2021-04-24,"Jae'Sean Tate",30,30,60
2021-04-24,"DJ Wilson",28,26,54
2021-04-24,"Danuel House D",28,29,57
2021-04-24,"Kelly Olynyk",30,29,59
2021-04-23,"Kelly Olynyk",28,29,57
2021-04-23,"Jae'Sean Tate",28,29,57
2021-04-23,"Danuel House D",27,27,54
2021-04-23,"DaQuan Jeffries",27,25,52
2021-04-23,"DJ Wilson",27,27,54
2021-04-23,"Christian Wood",25,25,50
2021-04-23,"Armoni Brooks",23,20,43
2021-04-23,"Anthony Lamb",29,29,58
2021-04-21,"Anthony Lamb",28,28,56
2021-04-21,"Kenyon Martin, Jr.",27,26,53
2021-04-21,"Jae'Sean Tate",29,30,59
2021-04-21,"DaQuan Jeffries",22,21,43
2021-04-21,"Kelly Olynyk",30,27,57
2021-04-21,"Armoni Brooks",21,19,40
2021-04-19,"Jae'Sean Tate",29,29,58
2021-04-19,"Kelly Olynyk",30,29,59
2021-04-19,"DaQuan Jeffries",27,27,54
2021-04-19,"Armoni Brooks",28,24,52
2021-04-19,"Anthony Lamb",28,27,55
2021-04-18,"Jae'Sean Tate",31,30,61
2021-04-18,"Armoni Brooks",30,29,59
2021-04-18,"Anthony Lamb",27,29,56
2021-04-16,"Kenyon Martin, Jr.",29,26,55
2021-04-16,"Kelly Olynyk",29,25,54
2021-04-16,"John Wall",29,33,62
2021-04-16,"Jae'Sean Tate",29,20,49
2021-04-16,"DJ Wilson",27,24,51
2021-04-16,"Avery Bradley",30,28,58
2021-04-16,"Armoni Brooks",26,23,49
2021-04-16,"Anthony Lamb",27,27,54
2021-04-14,"Kevin Porter, Jr",32,31,63
2021-04-14,"Kenyon Martin, Jr.",30,24,54
2021-04-14,"Kelly Olynyk",30,28,58
2021-04-14,"John Wall",31,33,64
2021-04-14,"Jae'Sean Tate",32,33,65
2021-04-14,"DJ Wilson",27,25,52
2021-04-14,"DaQuan Jeffries",27,27,54
2021-04-14,"Avery Bradley",26,26,52
2021-04-14,"Armoni Brooks",26,21,47
2021-04-14,"Anthony Lamb",27,28,55
2021-04-10,"Anthony Lamb",30,29,59
2021-04-10,"Kevin Porter, Jr",30,31,61
2021-04-10,"Jae'Sean Tate",31,32,63
2021-04-10,"Armoni Brooks",24,23,47
2021-04-10,"Avery Bradley",25,27,52
2021-04-10,"Kelly Olynyk",30,29,59
2021-04-10,"DaQuan Jeffries",27,28,55
2021-04-09,"Anthony Lamb",28,29,57
2021-04-09,"Jae'Sean Tate",31,30,61
2021-04-09,"Armoni Brooks",24,19,43
2021-04-09,"DaQuan Jeffries",27,22,49
2021-04-09,"Avery Bradley",31,30,61
2021-04-09,"Kenyon Martin, Jr.",27,23,50
2021-04-09,"Kelly Olynyk",29,28,57
2021-04-07,"Kelly Olynyk",29,27,56
2021-04-07,"John Wall",31,32,63
2021-04-07,"Christian Wood",26,25,51
2021-04-07,"Jae'Sean Tate",30,31,61
2021-04-07,"DJ Wilson",26,25,51
2021-04-07,"Anthony Lamb",27,29,56
2021-04-05,"Kelly Olynyk",29,29,58
2021-04-05,"Kenyon Martin, Jr.",26,25,51
2021-04-05,"Jae'Sean Tate",32,32,64
2021-04-05,"Anthony Lamb",30,28,58
2021-04-04,"Danuel House D",30,29,59
2021-04-04,"DJ Wilson",27,26,53
2021-04-04,"Jae'Sean Tate",30,28,58
2021-04-04,"Kenyon Martin, Jr.",28,25,53
2021-04-04,"Kelly Olynyk",29,28,57
2021-04-04,"Anthony Lamb",27,28,55
2021-04-02,"Anthony Lamb",29,29,58
2021-04-02,"Jae'Sean Tate",31,31,62
2021-04-02,"Kenyon Martin, Jr.",27,28,55
2021-04-02,"Kelly Olynyk",29,27,56
2021-04-02,"Danuel House D",32,32,64
2021-04-02,"Avery Bradley",27,28,55
2021-03-31,"Avery Bradley",21,25,46
2021-03-31,"Anthony Lamb",29,29,58
2021-03-31,"Jae'Sean Tate",31,31,62
2021-03-31,"Kenyon Martin, Jr.",27,24,51
2021-03-31,"Kelly Olynyk",28,28,56
2021-03-31,"Danuel House D",29,32,61
2021-03-29,"Kenyon Martin, Jr.",28,25,53
2021-03-29,"Kelly Olynyk",28,27,55
2021-03-29,"Jae'Sean Tate",30,30,60
2021-03-29,"Danuel House D",31,32,63
2021-03-29,"Anthony Lamb",28,26,54
2021-03-27,"Kelly Olynyk",28,27,55
2021-03-27,"Jae'Sean Tate",31,31,62
2021-03-27,"Avery Bradley",28,29,57
2021-03-27,"Anthony Lamb",26,27,53
2021-03-26,"Kevin Porter, Jr",26,25,51
2021-03-26,"Kenyon Martin, Jr.",28,26,54
2021-03-26,"Anthony Lamb",29,28,57
2021-03-26,"Christian Wood",26,24,50
2021-03-26,"Jae'Sean Tate",30,31,61
2021-03-26,"Kelly Olynyk",28,27,55
2021-03-24,"Kenyon Martin, Jr.",30,NA,30
2021-03-24,"Jae'Sean Tate",29,26,55
2021-03-24,"Danuel House D",32,31,63
2021-03-24,"Anthony Lamb",28,27,55
2021-03-22,"Kenyon Martin, Jr.",30,29,59
2021-03-22,"Jae'Sean Tate",30,29,59
2021-03-22,"DJ Wilson",28,26,54
2021-03-22,"Danuel House D",30,30,60
2021-03-22,"Anthony Lamb",27,26,53
2021-03-21,"Kenyon Martin, Jr.",30,29,59
2021-03-21,"Kevin Porter, Jr",26,26,52
2021-03-21,"Jae'Sean Tate",30,30,60
2021-03-21,"Danuel House D",31,31,62
2021-03-21,"Christian Wood",23,25,48
2021-03-21,"Anthony Lamb",27,26,53
2021-03-19,"Jae'Sean Tate",30,30,60
2021-03-19,"Danuel House D",31,33,64
2021-03-19,"Kenyon Martin, Jr.",25,26,51
2021-03-17,"Kenyon Martin, Jr.",29,23,52
2021-03-17,"Jae'Sean Tate",30,30,60
2021-03-17,"Danuel House D",32,31,63
2021-03-17,"Christian Wood",27,27,54
2021-03-16,"Jae'Sean Tate",29,30,59
2021-03-16,"Kenyon Martin, Jr.",30,30,60
2021-03-14,"Kenyon Martin, Jr.",31,28,59
2021-03-14,"David Nwaba",31,31,62
2021-03-14,"Jae'Sean Tate",32,33,65
2021-03-12,"David Nwaba",28,32,60
2021-03-12,"Jae'Sean Tate",30,30,60
2021-03-12,"Kenyon Martin, Jr.",28,26,54
2021-03-11,"Jae'Sean Tate",32,32,64
2021-03-11,"Eric Gordon",27,27,54
2021-03-03,"Jae'Sean Tate",30,31,61
2021-03-02,"Christian Wood",25,26,51
2021-03-01,"Danuel House D",31,27,58
2021-03-01,"Jae'Sean Tate",33,31,64
2021-02-28,"Jae'Sean Tate",34,34,68
2021-02-28,"Eric Gordon",26,25,51
2021-02-28,"David Nwaba",32,30,62
2021-02-28,"Danuel House D",32,28,60
2021-02-26,"Jae'Sean Tate",32,32,64
2021-02-26,"Eric Gordon",28,27,55
2021-02-26,"David Nwaba",31,32,63
2021-02-26,"Danuel House D",32,32,64
2021-02-24,"Jae'Sean Tate",33,32,65
2021-02-24,"Eric Gordon",26,27,53
2021-02-24,"David Nwaba",32,32,64
2021-02-24,"Danuel House D",31,32,63
2021-02-22,"Jae'Sean Tate",32,31,32
2021-02-22,"Eric Gordon",26,27,53
2021-02-22,"David Nwaba",32,33,65
2021-02-22,"Danuel House D",32,31,63
2021-02-17,"David Nwaba",31,30,61
2021-02-17,"Danuel House D",32,31,63
2021-02-15,"John Wall",30,30,60
2021-02-15,"David Nwaba",29,29,58
2021-02-15,"Danuel House D",31,28,59
2021-02-15,"Jae'Sean Tate",31,32,63
2021-02-13,"David Nwaba",31,33,64
2021-02-13,"Jae'Sean Tate",32,32,64
2021-02-13,"Eric Gordon",27,28,55
2021-02-13,"Danuel House D",29,30,59
2021-02-11,"Jae'Sean Tate",31,32,63
2021-02-11,"John Wall",28,30,58
2021-02-11,"Eric Gordon",25,29,54
2021-02-11,"David Nwaba",32,33,65
2021-02-11,"Danuel House D",31,30,61
2021-02-09,"Jae'Sean Tate",33,33,66
2021-02-09,"Eric Gordon",31,28,59
2021-02-09,"David Nwaba",33,32,65
2021-02-09,"Danuel House D",32,31,63
2021-02-08,"Eric Gordon",29,28,57
2021-02-08,"Jae'Sean Tate",32,29,61
2021-02-08,"Danuel House D",29,30,59
2021-02-08,"David Nwaba",32,31,63
2021-02-06,"David Nwaba",33,30,63
2021-02-06,"Danuel House D",32,32,64
2021-02-06,"Jae'Sean Tate",32,33,65
2021-02-06,"Eric Gordon",26,28,54
2021-02-04,"Danuel House D",30,31,61
2021-02-04,"Jae'Sean Tate",31,33,64
2021-02-04,"Christian Wood",20,20,40
2021-02-04,"Eric Gordon",27,26,53
2021-02-03,"Jae'Sean Tate",32,32,64
2021-02-03,"David Nwaba",33,33,66
2021-02-03,"Danuel House D",30,31,61
2021-02-03,"Eric Gordon",27,26,53
2021-02-03,"Christian Wood",25,25,50
2021-02-01,"Eric Gordon",28,26,54
2021-02-01,"Danuel House D",31,31,62
2021-02-01,"Jae'Sean Tate",32,32,64
2021-02-01,"Christian Wood",26,26,52
2021-01-30,"Jae'Sean Tate",32,33,65
2021-01-30,"Eric Gordon",24,25,49
2021-01-30,"David Nwaba",35,33,68
2021-01-30,"Christian Wood",26,29,55
2021-01-28,"Christian Wood",25,26,51
2021-01-28,"Danuel House D",26,27,53
2021-01-28,"David Nwaba",33,34,67
2021-01-28,"Eric Gordon",23,21,44
2021-01-28,"Jae'Sean Tate",31,31,62
2021-01-28,"Kenyon Martin, Jr.",27,28,55
2021-01-26,"Jae'Sean Tate",32,32,64
2021-01-26,"David Nwaba",34,33,67
2021-01-26,"Kenyon Martin, Jr.",27,25,52
2021-01-26,"Eric Gordon",27,27,54
2021-01-26,"Danuel House D",25,26,51
2021-01-23,"John Wall",25,25,50
2021-01-23,"Eric Gordon",23,27,50
2021-01-23,"David Nwaba",34,33,67
2021-01-23,"Jae'Sean Tate",33,33,66
2021-01-23,"Kenyon Martin, Jr.",24,22,46
2021-01-22,"Kenyon Martin, Jr.",27,21,48
2021-01-22,"Eric Gordon",23,28,51
2021-01-22,"David Nwaba",31,30,61
2021-01-20,"Kenyon Martin, Jr.",28,26,54
2021-01-20,"Jae'Sean Tate",32,31,63
2021-01-20,"Eric Gordon",23,27,50
2021-01-20,"David Nwaba",29,32,61
2021-01-18,"Jae'Sean Tate",31,32,63
2021-01-18,"Eric Gordon",25,27,52
2021-01-18,"David Nwaba",31,30,61
2021-01-18,"Christian Wood",26,26,52
2021-01-16,"David Nwaba",32,31,63
2021-01-16,"Kenyon Martin, Jr.",29,23,52
2021-01-16,"Jae'Sean Tate",32,34,66
2021-01-16,"Christian Wood",25,26,51
2021-01-14,"David Nwaba",31,32,63
2021-01-14,"Jae'Sean Tate",31,30,61
2021-01-14,"Kenyon Martin, Jr.",31,31,62
2021-01-14,"Christian Wood",26,25,51
2021-01-12,"Jae'Sean Tate",31,32,63
2021-01-12,"David Nwaba",32,32,64
2021-01-12,"Christian Wood",27,29,56
2021-01-12,"Eric Gordon",21,24,45
2021-01-10,"Kenyon Martin, Jr.",23,27,50
2021-01-10,"Jae'Sean Tate",31,31,62
2021-01-10,"Eric Gordon",20,26,46
2021-01-10,"David Nwaba",33,32,65
2021-01-10,"Christian Wood",26,27,53
2021-01-08,"David Nwaba",32,33,65
2021-01-08,"Christian Wood",27,27,54
2021-01-08,"Eric Gordon",29,28,57
2021-01-08,"Jae'Sean Tate",30,30,60
2021-01-08,"Kenyon Martin, Jr.",30,28,58
2021-01-04,"Jae'Sean Tate",31,31,62
2021-01-04,"Eric Gordon",30,30,60
2021-01-04,"David Nwaba",32,32,64
2021-01-02,"Jae'Sean Tate",31,30,61
2021-01-02,"Eric Gordon",27,29,56
2021-01-02,"David Nwaba",32,31,63
2021-01-02,"Danuel House D",28,27,55
2021-01-02,"Christian Wood",25,23,48
2020-12-13,"David Nwaba",28,29,57
2020-12-13,"Danuel House D",28,29,57
2020-12-13,"Kenyon Martin, Jr.",31,25,56
2020-12-13,"John Wall",23,19,42
2020-12-13,"Eric Gordon",25,30,55
2020-12-13,"Chris Clemons",30,29,59
2020-12-11,"David Nwaba",32,30,62
2020-12-11,"Danuel House D",30,30,60
2020-12-11,"Kenyon Martin, Jr.",31,25,56
2020-12-11,"Jae'Sean Tate",33,32,65
2020-12-11,"John Wall",21,22,43
2020-12-11,"Eric Gordon",25,30,55
2020-12-11,"Chris Clemons",28,28,56
2020-12-05,"David Nwaba",28,28,56
2020-12-05,"Danuel House D",29,29,58
2020-12-05,"Kenyon Martin, Jr.",31,30,61
2020-12-05,"Jae'Sean Tate",31,31,62
2020-12-05,"John Wall",24,22,46
2020-12-05,"Christian Wood",22,25,47
2020-12-05,"Eric Gordon",28,29,57
2020-12-05,"Chris Clemons",28,28,56
2020-09-08,"Eric Gordon",28,31,59
2020-09-04,"Eric Gordon",25,28,53
2020-08-29,"Eric Gordon",30,31,61
2020-08-29,"Danuel House D",27,24,51
2020-08-22,"Eric Gordon",25,28,53
2020-08-22,"Danuel House D",28,29,57
2020-08-20,"Chris Clemons",28,26,54
2020-08-20,"Eric Gordon",26,26,52
2020-08-20,"Danuel House D",32,31,63
2020-08-18,"Danuel House D",27,26,53
2020-08-11,"Chris Clemons",34,29,63
2020-08-11,"Eric Gordon",25,33,58
2020-08-09,"Chris Clemons",30,30,60
2020-08-09,"Danuel House D",27,29,56
2020-08-02,"Chris Clemons",30,NA,30
2020-08-02,"Danuel House D",30,31,61
2020-07-31,"Danuel House D",29,30,59
2020-03-10,"Danuel House D",32,31,63
2020-03-10,"Eric Gordon",29,24,53
2020-03-08,"Danuel House D",31,31,62
2020-03-08,"Chris Clemons",29,28,57
2020-02-24,"Danuel House D",28,29,57
2020-02-22,"Eric Gordon",30,28,58
2020-02-11,"Chris Clemons",26,27,53
2020-02-11,"Danuel House D",30,29,59
2020-02-09,"Chris Clemons",29,27,56
2020-02-09,"Danuel House D",31,32,63
2020-02-06,"Chris Clemons",28,29,57
2020-02-06,"Danuel House D",30,30,60
2020-02-06,"Eric Gordon",23,26,49
2020-02-04,"Chris Clemons",30,30,60
2020-02-04,"Danuel House D",29,29,58
2020-02-02,"Chris Clemons",31,31,62
2020-02-02,"Danuel House D",29,28,57
2020-02-02,"Eric Gordon",17,28,45
2020-01-27,"Chris Clemons",32,32,64
2020-01-24,"Danuel House D",32,32,64
2020-01-22,"Chris Clemons",30,30,60
2020-01-22,"Danuel House D",30,30,60
2020-01-22,"Eric Gordon",25,28,53
2020-01-20,"Danuel House D",30,31,61
2020-01-20,"Chris Clemons",29,30,59
2020-01-20,"Eric Gordon",20,29,49
2020-01-18,"Chris Clemons",30,29,59
2020-01-18,"Danuel House D",31,31,62
2020-01-18,"Eric Gordon",23,27,50
2020-01-15,"Danuel House D",30,30,60
2020-01-14,"Chris Clemons",28,29,57
2020-01-14,"Danuel House D",29,29,58
2020-01-14,"Eric Gordon",25,26,51
2020-01-03,"Eric Gordon",25,29,54
2020-01-03,"Chris Clemons",30,28,58
2020-01-03,"Danuel House D",30,30,60
2019-12-31,"Eric Gordon",25,28,53
2019-12-31,"Chris Clemons",31,31,62
2019-12-31,"Danuel House D",30,30,60
2019-12-28,"Chris Clemons",28,29,57
2019-12-28,"Danuel House D",29,29,58
2019-12-25,"Danuel House D",29,29,58
2019-12-25,"Chris Clemons",27,29,56
2019-12-23,"Chris Clemons",26,25,51
2019-12-23,"Danuel House D",30,30,60
2019-12-21,"Danuel House D",28,28,56
2019-12-21,"Chris Clemons",27,28,55
2019-12-19,"Danuel House D",29,29,58
2019-12-19,"Chris Clemons",27,28,55
2019-12-16,"Chris Clemons",29,28,57
2019-12-16,"Danuel House D",30,30,60
2019-12-14,"Danuel House D",30,29,59
2019-12-14,"Chris Clemons",28,28,56
2019-12-13,"Chris Clemons",27,28,55
2019-12-13,"Danuel House D",28,28,56
2019-12-11,"Chris Clemons",26,27,53
2019-12-11,"Danuel House D",25,24,49
2019-12-09,"Danuel House D",29,30,59
2019-12-05,"Danuel House D",30,29,59
2019-11-27,"Danuel House D",29,29,58
2019-11-24,"Danuel House D",31,30,61
2019-11-20,"Danuel House D",29,30,59
2019-11-18,"Danuel House D",27,26,53
2019-11-11,"Danuel House D",27,28,55
2019-11-09,"Danuel House D",29,28,57
2019-11-06,"Danuel House D",28,29,57
2019-11-04,"Danuel House D",28,28,56
2019-11-03,"Danuel House D",28,27,55
2019-11-01,"Danuel House D",25,27,52
2019-10-30,"Danuel House D",29,30,59
2019-10-28,"Danuel House D",28,29,57
2019-10-26,"Danuel House D",29,30,59
2019-10-24,"Danuel House D",29,28,57
2019-10-18,"Danuel House D",29,28,57
2019-10-16,"Danuel House D",28,29,57
2019-09-30,"Danuel House D",29,28,57
2019-05-10,"Danuel House D",26,30,56
2019-04-28,"Danuel House D",29,29,58
2019-04-24,"Danuel House D",29,28,57
2019-04-22,"Danuel House D",28,28,56
2019-04-20,"Danuel House D",27,29,56
2019-04-14,"Danuel House D",26,27,53
2019-04-05,"Danuel House D",27,30,57
2019-03-30,"Danuel House D",28,28,56
2019-03-22,"Danuel House D",29,29,58
2019-03-20,"Danuel House D",28,29,57
2019-03-17,"Danuel House D",29,30,59
2019-03-15,"Danuel House D",29,30,59
2019-03-13,"Danuel House D",28,28,56
2019-01-14,"Danuel House D",29,28,57
2019-01-11,"Danuel House D",29,30,59
2019-01-09,"Danuel House D",29,30,59
2019-01-07,"Danuel House D",29,29,58
2019-01-05,"Danuel House D",30,30,60
2018-12-31,"Danuel House D",27,29,56
2018-12-29,"Danuel House D",30,30,60
2018-12-27,"Danuel House D",29,27,56
2018-12-25,"Danuel House D",28,28,56
2018-12-22,"Danuel House D",28,27,55
2018-12-20,"Danuel House D",30,28,58
2018-12-19,"Danuel House D",28,27,55
2018-12-17,"Danuel House D",28,28,56
2018-12-15,"Danuel House D",27,27,54
2018-12-13,"Danuel House D",26,26,52
2018-12-11,"Danuel House D",27,27,54
2018-10-04,"Eric Gordon",28,NA,56
2018-05-14,"Eric Gordon",29,NA,57
2018-05-08,"Eric Gordon",29,NA,57
2018-05-02,"Eric Gordon",28,NA,56
2018-05-01,"Eric Gordon",30,NA,60
2018-04-19,"Eric Gordon",25,NA,50
2018-04-15,"Eric Gordon",28,NA,56
2018-03-30,"Eric Gordon",26,NA,50
2018-03-27,"Eric Gordon",25,NA,52
2018-03-24,"Eric Gordon",28,NA,58
2018-03-15,"Eric Gordon",25,NA,55
2018-03-12,"Eric Gordon",26,NA,52
